+163000,36,20170804153000,+163000,+163000,+163000
+163500,83,20170804151830,+163000,+163500,+163000
+163000,1,20170804151000,+163000,+163000,+163000
+162000,10,20170804150300,+162000,+162000,+162000
+162000,162,20170804150200,+162000,+162000,+162000
+162000,37,20170804150030,+162000,+162000,+162000
+162000,5,20170804145800,+162000,+162000,+162000
+162000,20,20170804145500,+162000,+162000,+162000
+162000,192,20170804145300,+162500,+162500,+162000
+162500,101,20170804145200,+162500,+162500,+162500
+162000,1,20170804145100,+162000,+162000,+162000
+162000,100,20170804144400,+162000,+162000,+162000
+162000,3,20170804144330,+162000,+162000,+162000
 161500,23,20170804144300, 161500, 161500, 161500
 161500,24,20170804144230, 161500, 161500, 161500
-161000,2,20170804144200,-161000,-161000,-161000
-161000,10,20170804143130,-161000,-161000,-161000
-161000,5,20170804143030,-161000,-161000,-161000
-160500,1,20170804142900,-160500,-160500,-160500
-160000,1,20170804141800,-160000,-160000,-160000
-160000,2,20170804141730,-160000,-160000,-160000
-159500,200,20170804135130,-160000,-160000,-159500
-160000,3,20170804134500,-160000,-160000,-160000
-160000,1,20170804134430,-160000,-160000,-160000
-160000,1,20170804134400,-160000,-160000,-160000
-160000,3,20170804134330,-160000,-160000,-160000
-160000,1,20170804134300,-160000,-160000,-160000
-160000,1,20170804134230,-160000,-160000,-160000
-160000,3,20170804134200,-160000,-160000,-160000
-160000,2,20170804134100,-160000,-160000,-160000
-160000,2,20170804134030,-160000,-160000,-160000
-160000,1,20170804134000,-160000,-160000,-160000
-160000,1,20170804133930,-160000,-160000,-160000
-160000,3,20170804133900,-160000,-160000,-160000
-160000,1,20170804133830,-160000,-160000,-160000
-160000,1,20170804133800,-160000,-160000,-160000
-160000,2,20170804133730,-160000,-160000,-160000
-160000,2,20170804133700,-160000,-160000,-160000
-160000,3,20170804133600,-160000,-160000,-160000
-160000,1,20170804133530,-160000,-160000,-160000
-160000,1,20170804133500,-160000,-160000,-160000
-160000,2,20170804133430,-160000,-160000,-160000
-160000,1,20170804133400,-160000,-160000,-160000
-160000,3,20170804133300,-160000,-160000,-160000
-160500,7,20170804132700,-160500,-160500,-160500
-160500,10,20170804131830,-160500,-160500,-160500
-160500,6,20170804131200,-160500,-160500,-160500
-160500,10,20170804131000,-160500,-160500,-160500
-160500,20,20170804124830,-160500,-160500,-160500
-160500,13,20170804124330,-160500,-160500,-160500
-161000,1,20170804101700,-161000,-161000,-161000
-161000,34,20170804093830,-160500,-161000,-160500
-160500,30,20170804092930,-160500,-160500,-160500
-160000,3,20170804092900,-160000,-160000,-160000
-160000,10,20170804092800,-160000,-160000,-160000
-160000,21,20170804092730,-160000,-160000,-160000
-160000,10,20170804092530,-160000,-160000,-160000
-160000,1,20170804092330,-160000,-160000,-160000
-160000,10,20170804091900,-160000,-160000,-160000
-161000,10,20170804091800,-161000,-161000,-161000
-160000,5,20170804091030,-160000,-160000,-160000
-159500,12,20170804090730,-159500,-159500,-159500
-159500,47,20170804090700,-159500,-159500,-159500
-159500,17,20170804090030,-159500,-159500,-159500
-161500,509,20170803153000,-161500,-161500,-161500
-161500,1,20170803151530,-161500,-161500,-161500
-161500,1,20170803150600,-161500,-161500,-161500
-161000,20,20170803150500,-161000,-161000,-161000
-161000,1,20170803150130,-161000,-161000,-161000
-161000,1,20170803150030,-161000,-161000,-161000
-159500,190,20170803144700,-160000,-160000,-159500
-160000,50,20170803144600,-160000,-160000,-160000
-160000,1,20170803144300,-160000,-160000,-160000
-160500,1,20170803143730,-160500,-160500,-160500
-160500,24,20170803143700,-160500,-160500,-160500
-161000,1,20170803143230,-161000,-161000,-161000
-161000,1,20170803143000,-161000,-161000,-161000
-160500,50,20170803142400,-160500,-160500,-160500
-162000,3,20170803141830,-162000,-162000,-162000
-160000,150,20170803141800,-160500,-160500,-160000
-160500,50,20170803141630,-161000,-161000,-160500
-161000,3,20170803141330,-161000,-161000,-161000
-161000,20,20170803141230,-161000,-161000,-161000
-161000,22,20170803141030,-161000,-161000,-161000
-161000,1,20170803140730,-161000,-161000,-161000
-161000,11,20170803140300,-161000,-161000,-161000
-161000,1,20170803140130,-161000,-161000,-161000
-161000,10,20170803135930,-161000,-161000,-161000
-161000,24,20170803135530,-161000,-161000,-161000
-161500,20,20170803134200,-161500,-161500,-161500
-161500,1,20170803134130,-161500,-161500,-161500
-161500,1,20170803134100,-161500,-161500,-161500
-161500,1,20170803133830,-161500,-161500,-161500
-162000,1,20170803133500,-162000,-162000,-162000
-162000,9,20170803131130,-162000,-162000,-162000
-161500,4,20170803130200,-161500,-161500,-161500
-161500,1,20170803125900,-161500,-161500,-161500
-161500,10,20170803124630,-161500,-161500,-161500
-161500,5,20170803124030,-161500,-161500,-161500
-161500,2,20170803123730,-161500,-161500,-161500
-161000,10,20170803120800,-161000,-161000,-161000
-161000,2,20170803120430,-161000,-161000,-161000
-161000,30,20170803115930,-161000,-161000,-161000
-161000,8,20170803115830,-161000,-161000,-161000
-160500,90,20170803114530,-160500,-160500,-160500
-161000,10,20170803114500,-161000,-161000,-161000
-161000,4,20170803113930,-161000,-161000,-161000
-161000,1,20170803112830,-161000,-161000,-161000
-161000,35,20170803112500,-161000,-161000,-161000
-161500,10,20170803112100,-161500,-161500,-161500
-161500,10,20170803111900,-161500,-161500,-161500
-161500,12,20170803111830,-161500,-161500,-161500
-161500,1,20170803111600,-161500,-161500,-161500
-161000,5,20170803111030,-161000,-161000,-161000
-161000,21,20170803110130,-161000,-161000,-161000
-162000,7,20170803104430,-162000,-162000,-162000
-161000,9,20170803102900,-161000,-161000,-161000
-161000,50,20170803102830,-161500,-161500,-161000
-161500,13,20170803102730,-161500,-161500,-161500
-162000,5,20170803102200,-162000,-162000,-162000
-162000,20,20170803100930,-162000,-162000,-162000
-163000,10,20170803093900,-163000,-163000,-163000
-163000,2,20170803093100,-163000,-163000,-163000
-162000,3,20170803092330,-162000,-162000,-162000
-162000,14,20170803092130,-162000,-162000,-162000
-162500,11,20170803091730,-162500,-162500,-162500
-162500,28,20170803091600,-162500,-162500,-162500
-162500,17,20170803091430,-162500,-162500,-162500
-162500,30,20170803091330,-162500,-162500,-162500
-163000,6,20170803091200,-163000,-163000,-163000
-164000,20,20170803090000,-164000,-164000,-164000
 164500,1,20170802151900, 164500, 164500, 164500
 164500,2,20170802151730, 164500, 164500, 164500
 164500,2,20170802151700, 164500, 164500, 164500
 164500,3,20170802151630, 164500, 164500, 164500
 164500,1,20170802151600, 164500, 164500, 164500
 164500,2,20170802151530, 164500, 164500, 164500
 164500,3,20170802151430, 164500, 164500, 164500
 164500,2,20170802151330, 164500, 164500, 164500
 164500,3,20170802151230, 164500, 164500, 164500
 164500,2,20170802151200, 164500, 164500, 164500
 164500,2,20170802151130, 164500, 164500, 164500
 164500,2,20170802151030, 164500, 164500, 164500
 164500,3,20170802151000, 164500, 164500, 164500
 164500,2,20170802150930, 164500, 164500, 164500
 164500,4,20170802150830, 164500, 164500, 164500
 164500,3,20170802150730, 164500, 164500, 164500
 164500,2,20170802150630, 164500, 164500, 164500
