+116500,7,20170313133230,+116500,+116500,+116500
+116500,15,20170313133200,+116500,+116500,+116500
+116500,25,20170313133130,+116500,+116500,+116500
 116000,51,20170313133100, 116000,+116500, 116000
+116500,13,20170313133030,+116500,+116500,+116500
+117000,7,20170313133000,+117000,+117000,+117000
+116500,37,20170313132930,+117000,+117000,+116500
+116500,86,20170313132900,+116500,+116500,+116500
+116500,50,20170313132830, 116000,+116500, 116000
 116000,7,20170313132800, 116000, 116000, 116000
 116000,14,20170313132730, 116000, 116000, 116000
 116000,25,20170313132700,+116500,+116500, 116000
+116500,19,20170313132630,+116500,+116500,+116500
+116500,28,20170313132530,+116500,+116500,+116500
+116500,8,20170313132500,+116500,+116500,+116500
+116500,66,20170313132430, 116000,+116500, 116000
 116000,46,20170313132400,+116500,+116500, 116000
 116000,19,20170313132330,+116500,+116500, 116000
+116500,8,20170313132300,+116500,+116500,+116500
+116500,24,20170313132230,+116500,+116500,+116500
+116500,8,20170313132200,+116500,+116500,+116500
+116500,28,20170313132130,+116500,+116500,+116500
 116000,3,20170313132100, 116000, 116000, 116000
 116000,12,20170313132030,+116500,+116500, 116000
 116000,12,20170313132000, 116000, 116000, 116000
+116500,60,20170313131930,+116500,+116500,+116500
+116500,14,20170313131900,+116500,+116500,+116500
+116500,12,20170313131830,+116500,+116500,+116500
+116500,8,20170313131800,+116500,+116500,+116500
 116000,15,20170313131730,+116500,+116500, 116000
 116000,25,20170313131700,+116500,+116500, 116000
+116500,22,20170313131630, 116000,+116500, 116000
+116500,14,20170313131600,+116500,+116500,+116500
 116000,7,20170313131530, 116000, 116000, 116000
+116500,2,20170313131500,+116500,+116500,+116500
+116500,32,20170313131430,+116500,+116500,+116500
 116000,74,20170313131400, 116000, 116000,-115500
 116000,93,20170313131330, 116000, 116000, 116000
 116000,6,20170313131300, 116000, 116000, 116000
 116000,12,20170313131230, 116000,+116500, 116000
+116500,13,20170313131200,+116500,+116500,+116500
 116000,33,20170313131130,+116500,+116500, 116000
 116000,2,20170313131100, 116000, 116000, 116000
+116500,8,20170313131030,+116500,+116500,+116500
+116500,37,20170313131000,+116500,+116500, 116000
 116000,56,20170313130930,+116500,+116500, 116000
 116000,34,20170313130900,+116500,+116500, 116000
